Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro Quadrado;Valor m2;Tipo Agregado
Apartamento;Ipanema;2;1;0;90;5500.0;1400.0;300.0;8100;61.11;Apartamento
Apartamento;Praça da Bandeira;1;0;0;35;1090.0;450.0;25.0;1225;31.14;Apartamento
Apartamento;Barra da Tijuca;3;2;3;146;6500.0;3100.0;0.0;21316;44.52;Apartamento
Apartamento;Ipanema;2;1;1;90;10000.0;4000.0;613.0;8100;111.11;Apartamento
Apartamento;Copacabana;4;3;2;430;10000.0;2835.0;1546.0;184900;23.26;Apartamento
Apartamento;Ipanema;2;2;2;70;10000.0;4011.0;300.0;4900;142.86;Apartamento
Apartamento;Ipanema;1;0;0;35;1300.0;798.0;82.0;1225;37.14;Apartamento
Casa;Barra da Tijuca;1;0;0;130;5000.0;0.0;0.0;16900;38.46;Casa
Apartamento;Centro;3;1;0;100;2400.0;650.0;66.0;10000;24.0;Apartamento
Apartamento;Ramos;1;0;0;45;600.0;240.0;0.0;2025;13.33;Apartamento
Apartamento;Flamengo;3;2;1;300;6500.0;2500.0;775.0;90000;21.67;Apartamento
Apartamento;São Francisco Xavier;2;1;0;53;1600.0;427.0;67.0;2809;30.19;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;2;96;2100.0;800.0;120.0;9216;21.88;Apartamento
Apartamento;Lagoa;4;2;2;123;5200.0;1300.0;477.0;15129;42.28;Apartamento
Apartamento;Copacabana;1;0;0;35;3000.0;700.0;80.0;1225;85.71;Apartamento
Apartamento;Tijuca;1;0;0;33;1000.0;515.0;14.0;1089;30.3;Apartamento
Apartamento;Tijuca;2;0;0;90;1750.0;725.0;30.0;8100;19.44;Apartamento
Apartamento;Tijuca;2;0;0;80;1600.0;690.0;23.0;6400;20.0;Apartamento
Apartamento;Braz de Pina;4;2;1;121;2300.0;600.0;0.0;14641;19.01;Apartamento
Apartamento;São Conrado;4;3;2;235;7800.0;3200.0;0.0;55225;33.19;Apartamento
Apartamento;Leblon;4;3;4;220;11900.0;3100.0;1000.0;48400;54.09;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1000.0;0.0;22500;33.33;Apartamento
Apartamento;Copacabana;3;1;1;205;5000.0;2033.0;341.0;42025;24.39;Apartamento
Apartamento;Maracanã;2;0;0;70;1200.0;590.0;21.0;4900;17.14;Apartamento
Apartamento;Ipanema;3;1;2;170;8000.0;1900.0;0.0;28900;47.06;Apartamento
Apartamento;Copacabana;4;1;4;240;9000.0;2500.0;500.0;57600;37.5;Apartamento
Apartamento;Barra da Tijuca;1;1;0;61;1800.0;1030.0;203.0;3721;29.51;Apartamento
Apartamento;Tijuca;1;0;0;58;1500.0;426.0;4810.0;3364;25.86;Apartamento
Apartamento;Barra da Tijuca;1;1;0;36;1600.0;630.0;0.0;1296;44.44;Apartamento
Apartamento;Copacabana;3;1;0;78;2500.0;932.0;175.0;6084;32.05;Apartamento
Apartamento;Cachambi;3;0;0;65;1000.0;80.0;0.0;4225;15.38;Apartamento
Casa;Campo Grande;2;1;1;110;1500.0;0.0;0.0;12100;13.64;Casa
Apartamento;Lagoa;4;4;4;400;33000.0;4800.0;1500.0;160000;82.5;Apartamento
Apartamento;Andaraí;2;0;0;60;1400.0;500.0;47.0;3600;23.33;Apartamento
Apartamento;Copacabana;3;2;1;140;3900.0;1470.0;230.0;19600;27.86;Apartamento
Apartamento;Ipanema;1;0;0;70;2700.0;815.0;2315.0;4900;38.57;Apartamento
Apartamento;Ipanema;1;0;0;40;1800.0;700.0;100.0;1600;45.0;Apartamento
Apartamento;São Conrado;3;2;1;160;6400.0;1800.0;380.0;25600;40.0;Apartamento
Casa de Vila;Pavuna;1;0;0;30;450.0;20.0;50.0;900;15.0;Apartamento
Apartamento;Cachambi;2;2;1;80;1000.0;360.0;16.0;6400;12.5;Apartamento
Apartamento;Laranjeiras;3;1;0;119;3300.0;1102.0;130.0;14161;27.73;Apartamento
Apartamento;Barra da Tijuca;3;2;1;128;4809.0;2600.0;0.0;16384;37.57;Apartamento
Apartamento;Urca;3;2;1;180;5000.0;2225.0;0.0;32400;27.78;Apartamento
Apartamento;Ipanema;2;0;0;70;2200.0;1536.0;0.0;4900;31.43;Apartamento
Apartamento;Centro;1;0;0;96;2500.0;660.0;100.0;9216;26.04;Apartamento
Apartamento;Ipanema;2;0;0;60;3500.0;780.0;0.0;3600;58.33;Apartamento
Apartamento;Copacabana;2;0;0;110;2500.0;1042.0;120.0;12100;22.73;Apartamento
Apartamento;Barra da Tijuca;3;3;2;223;15000.0;3200.0;1019.0;49729;67.26;Apartamento
Apartamento;Flamengo;2;1;0;70;2500.0;837.0;27.0;4900;35.71;Apartamento
Apartamento;Flamengo;1;0;0;50;1700.0;480.0;250.0;2500;34.0;Apartamento
Apartamento;Campo Grande;1;1;0;40;500.0;182.0;0.0;1600;12.5;Apartamento
Casa de Vila;Bento Ribeiro;1;0;0;53;700.0;40.0;0.0;2809;13.21;Apartamento
Casa;Barra da Tijuca;4;3;1;111;5100.0;735.0;0.0;12321;45.95;Casa
Apartamento;Vila Isabel;2;1;0;75;1200.0;600.0;0.0;5625;16.0;Apartamento
Apartamento;Copacabana;1;0;1;45;1400.0;552.0;66.0;2025;31.11;Apartamento
Apartamento;Copacabana;3;1;0;90;3800.0;1064.0;230.0;8100;42.22;Apartamento
Apartamento;Centro;1;0;0;55;950.0;433.0;47.0;3025;17.27;Apartamento
Casa;Recreio dos Bandeirantes;6;0;4;600;10000.0;0.0;1080.0;360000;16.67;Casa
Apartamento;Barra da Tijuca;4;3;2;244;4200.0;3485.0;786.0;59536;17.21;Apartamento
Apartamento;Irajá;2;1;0;81;1000.0;335.0;30.0;6561;12.35;Apartamento
Apartamento;Copacabana;4;0;1;300;6000.0;2500.0;375.0;90000;20.0;Apartamento
Apartamento;Copacabana;3;1;0;180;3500.0;1048.0;388.0;32400;19.44;Apartamento
Apartamento;Madureira;2;1;0;60;1350.0;700.0;13.0;3600;22.5;Apartamento
Apartamento;Botafogo;1;0;0;29;1390.0;400.0;0.0;841;47.93;Apartamento
Quitinete;Fátima;1;0;0;35;900.0;310.0;25.0;1225;25.71;Apartamento
Apartamento;Barra da Tijuca;2;1;1;84;2500.0;2085.0;265.0;7056;29.76;Apartamento
Apartamento;Jardim Guanabara;2;1;1;100;2500.0;500.0;0.0;10000;25.0;Apartamento
Quitinete;Tijuca;1;1;0;33;1500.0;415.0;159.0;1089;45.45;Apartamento
Apartamento;Vila da Penha;2;1;2;90;2500.0;710.0;0.0;8100;27.78;Apartamento
Apartamento;Barra da Tijuca;4;3;3;240;11000.0;3683.0;1292.0;57600;45.83;Apartamento
Apartamento;Humaitá;2;1;1;75;2500.0;1350.0;0.0;5625;33.33;Apartamento
Apartamento;Jacarepaguá;3;1;1;76;1800.0;860.0;1006.0;5776;23.68;Apartamento
Apartamento;Barra da Tijuca;3;1;1;85;2200.0;683.0;90.0;7225;25.88;Apartamento
Apartamento;Laranjeiras;3;1;0;165;4000.0;1400.0;240.0;27225;24.24;Apartamento
Casa de Vila;Botafogo;2;1;0;50;2000.0;0.0;0.0;2500;40.0;Apartamento
Apartamento;Ipanema;1;1;1;131;6400.0;1650.0;280.0;17161;48.85;Apartamento
Apartamento;Grajaú;4;0;1;100;3900.0;800.0;0.0;10000;39.0;Apartamento
Apartamento;Barra da Tijuca;4;3;3;342;7500.0;3970.0;0.0;116964;21.93;Apartamento
Apartamento;Leblon;2;0;0;65;2500.0;868.0;0.0;4225;38.46;Apartamento
Apartamento;Flamengo;2;0;0;72;2500.0;578.0;191.0;5184;34.72;Apartamento
Apartamento;Tijuca;3;1;1;85;2100.0;630.0;116.0;7225;24.71;Apartamento
Apartamento;Ipanema;2;1;2;130;10000.0;1871.0;0.0;16900;76.92;Apartamento
Apartamento;Leblon;4;2;1;220;9500.0;1800.0;0.0;48400;43.18;Apartamento
Apartamento;Jardim Guanabara;2;1;1;86;1800.0;405.0;93.0;7396;20.93;Apartamento
Apartamento;Humaitá;2;0;0;67;2200.0;567.0;83.0;4489;32.84;Apartamento
Apartamento;Botafogo;3;1;1;108;3800.0;887.0;195.0;11664;35.19;Apartamento
Apartamento;Barra da Tijuca;3;3;3;145;5100.0;1100.0;424.0;21025;35.17;Apartamento
Quitinete;Ipanema;1;0;0;23;1500.0;700.0;27.0;529;65.22;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;2;385;7500.0;1150.0;750.0;148225;19.48;Casa
Apartamento;Ipanema;1;8;1;97;8000.0;1800.0;250.0;9409;82.47;Apartamento
Apartamento;Taquara;2;1;1;66;1100.0;452.0;65.0;4356;16.67;Apartamento
Apartamento;Centro;1;0;0;34;800.0;424.0;25.0;1156;23.53;Apartamento
Casa de Vila;Pechincha;4;2;4;180;3000.0;0.0;0.0;32400;16.67;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;56;1100.0;350.0;385.0;3136;19.64;Apartamento
Apartamento;Jacarepaguá;2;1;2;70;1300.0;550.0;0.0;4900;18.57;Apartamento
Apartamento;Campo Grande;2;1;0;60;750.0;200.0;0.0;3600;12.5;Apartamento
Apartamento;Campo Grande;2;1;0;50;550.0;105.0;0.0;2500;11.0;Apartamento
Apartamento;Barra da Tijuca;4;4;3;420;8000.0;5700.0;2000.0;176400;19.05;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;631;18000.0;980.0;1800.0;398161;28.53;Casa
Apartamento;Barra da Tijuca;3;2;3;131;3500.0;1700.0;0.0;17161;26.72;Apartamento
Quitinete;Copacabana;0;0;0;30;900.0;640.0;24.0;900;30.0;Apartamento
Apartamento;Campo Grande;1;1;0;50;500.0;180.0;0.0;2500;10.0;Apartamento
Apartamento;Pechincha;2;1;0;77;1300.0;504.0;72.0;5929;16.88;Apartamento
Casa de Condomínio;Joá;6;35;4;1100;22000.0;0.0;0.0;1210000;20.0;Casa
Apartamento;Maracanã;3;1;1;110;2000.0;715.0;0.0;12100;18.18;Apartamento
Apartamento;Ipanema;4;1;1;168;5500.0;2143.0;0.0;28224;32.74;Apartamento
Apartamento;Gávea;1;1;1;60;2700.0;929.0;214.0;3600;45.0;Apartamento
Apartamento;Ipanema;3;1;1;150;4300.0;1700.0;250.0;22500;28.67;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;120;2200.0;520.0;216.0;14400;18.33;Apartamento
Apartamento;Leblon;2;1;1;90;5000.0;2000.0;500.0;8100;55.56;Apartamento
Apartamento;Rio Comprido;2;1;0;53;1600.0;764.0;33.0;2809;30.19;Apartamento
Apartamento;Barra da Tijuca;1;1;0;68;1500.0;875.0;210.0;4624;22.06;Apartamento
Apartamento;Gávea;1;0;0;33;1700.0;731.0;61.0;1089;51.52;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3300.0;1550.0;247.0;8100;36.67;Apartamento
Apartamento;Pechincha;2;1;0;70;1300.0;570.0;20.0;4900;18.57;Apartamento
Apartamento;Copacabana;5;1;5;300;25000.0;2100.0;7000.0;90000;83.33;Apartamento
Apartamento;Engenho de Dentro;2;1;0;55;1500.0;450.0;120.0;3025;27.27;Apartamento
Apartamento;Flamengo;2;0;0;93;4000.0;550.0;150.0;8649;43.01;Apartamento
Apartamento;Copacabana;1;0;0;35;1700.0;695.0;114.0;1225;48.57;Apartamento
Apartamento;Ipanema;3;0;2;180;5500.0;2235.0;448.0;32400;30.56;Apartamento
Apartamento;Barra da Tijuca;4;3;4;260;15000.0;3400.0;5000.0;67600;57.69;Apartamento
Apartamento;Barra da Tijuca;3;1;1;82;2200.0;830.0;0.0;6724;26.83;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;200;4000.0;1232.0;454.0;40000;20.0;Apartamento
Apartamento;Barra da Tijuca;2;2;1;105;5800.0;1900.0;270.0;11025;55.24;Apartamento
Apartamento;Jardim Oceânico;4;3;4;300;4500.0;2000.0;650.0;90000;15.0;Apartamento
Apartamento;Leblon;4;3;1;180;7000.0;2290.0;0.0;32400;38.89;Apartamento
Apartamento;Barra da Tijuca;3;2;1;203;5500.0;2800.0;696.0;41209;27.09;Apartamento
Apartamento;São Conrado;2;1;1;130;3500.0;1094.0;242.0;16900;26.92;Apartamento
Casa;Guaratiba;2;1;0;60;1000.0;0.0;0.0;3600;16.67;Casa
Apartamento;Copacabana;1;0;0;47;2300.0;720.0;30.0;2209;48.94;Apartamento
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;1225;28.57;Apartamento
Quitinete;Botafogo;1;0;0;25;1100.0;570.0;0.0;625;44.0;Apartamento
Apartamento;Vila da Penha;3;1;1;80;1300.0;250.0;0.0;6400;16.25;Apartamento
Apartamento;Ipanema;2;1;0;150;5500.0;2500.0;500.0;22500;36.67;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1162.0;435.0;22500;33.33;Apartamento
Apartamento;Tijuca;2;1;0;65;1500.0;680.0;0.0;4225;23.08;Apartamento
Apartamento;Copacabana;3;1;0;108;3800.0;1278.0;274.0;11664;35.19;Apartamento
Apartamento;Leme;1;0;0;40;1500.0;650.0;68.0;1600;37.5;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;100;2950.0;850.0;0.0;10000;29.5;Apartamento
Apartamento;Barra da Tijuca;3;3;3;140;6500.0;1500.0;500.0;19600;46.43;Apartamento
Apartamento;Barra da Tijuca;4;3;3;352;12000.0;3000.0;1350.0;123904;34.09;Apartamento
Apartamento;Copacabana;3;1;1;250;9500.0;1680.0;680.0;62500;38.0;Apartamento
Apartamento;Rocha;2;1;0;58;800.0;600.0;0.0;3364;13.79;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1700.0;1241.0;204.0;4225;26.15;Apartamento
Apartamento;Ipanema;3;1;1;190;15000.0;1423.0;357.0;36100;78.95;Apartamento
Apartamento;Vila Isabel;1;0;0;65;1800.0;155.0;70.0;4225;27.69;Apartamento
Apartamento;Botafogo;1;0;0;52;1500.0;1000.0;27.0;2704;28.85;Apartamento
Apartamento;Tijuca;2;1;1;86;1200.0;534.0;96.0;7396;13.95;Apartamento
Apartamento;Tijuca;1;0;0;25;1450.0;485.0;25.0;625;58.0;Apartamento
Apartamento;Méier;2;0;0;70;800.0;536.0;50.0;4900;11.43;Apartamento
Apartamento;Barra da Tijuca;2;0;1;80;3000.0;1380.0;300.0;6400;37.5;Apartamento
Apartamento;Barra da Tijuca;2;1;1;86;2600.0;1478.0;151.0;7396;30.23;Apartamento
Apartamento;Ipanema;3;2;1;150;6300.0;2200.0;495.0;22500;42.0;Apartamento
Apartamento;Copacabana;3;1;1;290;6000.0;2520.0;339.0;84100;20.69;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;80;2000.0;650.0;84.0;6400;25.0;Apartamento
Apartamento;Copacabana;1;1;0;50;2200.0;1250.0;150.0;2500;44.0;Apartamento
Apartamento;Maracanã;2;1;1;90;2600.0;787.0;179.0;8100;28.89;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2299.0;640.0;178.0;4900;32.84;Apartamento
Apartamento;Barra da Tijuca;2;1;0;80;4000.0;1050.0;0.0;6400;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2800.0;1202.0;266.0;8100;31.11;Apartamento
Apartamento;São Conrado;3;2;2;385;12000.0;9650.0;2100.0;148225;31.17;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2800.0;700.0;1200.0;4900;40.0;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;513.0;25.0;900;40.0;Apartamento
Apartamento;Tijuca;2;1;1;85;1700.0;780.0;100.0;7225;20.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;75;3000.0;1424.0;246.0;5625;40.0;Apartamento
Apartamento;Leme;3;1;1;95;3700.0;770.0;136.0;9025;38.95;Apartamento
Apartamento;Vargem Pequena;3;0;0;53;1900.0;392.0;0.0;2809;35.85;Apartamento
Apartamento;Barra da Tijuca;2;2;1;109;5000.0;2500.0;680.0;11881;45.87;Apartamento
Apartamento;Ipanema;1;1;0;35;2300.0;1200.0;0.0;1225;65.71;Apartamento
Apartamento;Barra da Tijuca;4;3;4;440;8500.0;6500.0;1500.0;193600;19.32;Apartamento
Apartamento;Jardim Oceânico;4;3;2;315;12000.0;1950.0;453.0;99225;38.1;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;73;1700.0;750.0;150.0;5329;23.29;Apartamento
Apartamento;Tijuca;2;1;0;97;2300.0;835.0;104.0;9409;23.71;Apartamento
Apartamento;Anil;3;1;1;78;2000.0;738.0;0.0;6084;25.64;Apartamento
Apartamento;Barra da Tijuca;3;1;1;105;3000.0;1000.0;136.0;11025;28.57;Apartamento
Apartamento;Lagoa;3;2;2;250;9000.0;2100.0;500.0;62500;36.0;Apartamento
Apartamento;Taquara;2;1;0;51;890.0;390.0;13.0;2601;17.45;Apartamento
Apartamento;Leblon;4;2;4;300;16000.0;4200.0;1764.0;90000;53.33;Apartamento
Apartamento;Barra da Tijuca;3;2;3;115;3200.0;1727.0;0.0;13225;27.83;Apartamento
Apartamento;Tijuca;2;1;0;86;1900.0;722.0;149.0;7396;22.09;Apartamento
Apartamento;Copacabana;1;0;0;30;1200.0;440.0;60.0;900;40.0;Apartamento
Apartamento;Tijuca;3;0;0;84;1700.0;790.0;1830.0;7056;20.24;Apartamento
Casa;Campo Grande;1;0;0;70;700.0;0.0;0.0;4900;10.0;Casa
Apartamento;Ipanema;4;3;1;190;6500.0;1450.0;410.0;36100;34.21;Apartamento
Apartamento;Barra da Tijuca;4;3;4;307;20000.0;2800.0;400.0;94249;65.15;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1300.0;1000.0;0.0;4225;20.0;Apartamento
Apartamento;Ipanema;3;3;1;230;12000.0;2600.0;400.0;52900;52.17;Apartamento
Apartamento;Copacabana;3;1;1;103;4500.0;1299.0;153.0;10609;43.69;Apartamento
Apartamento;Ipanema;3;2;0;100;3000.0;1515.0;365.0;10000;30.0;Apartamento
Apartamento;Ipanema;2;1;0;80;5500.0;890.0;90.0;6400;68.75;Apartamento
Apartamento;Centro;1;1;0;45;2300.0;600.0;88.0;2025;51.11;Apartamento
Apartamento;Copacabana;3;1;2;344;18000.0;3100.0;0.0;118336;52.33;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;82;2000.0;800.0;150.0;6724;24.39;Apartamento
Apartamento;Anil;2;1;1;83;1600.0;464.0;0.0;6889;19.28;Apartamento
Apartamento;Jacarepaguá;2;1;1;80;1600.0;787.0;89.0;6400;20.0;Apartamento
Apartamento;Glória;1;0;0;48;1600.0;480.0;30.0;2304;33.33;Apartamento
Apartamento;Flamengo;3;0;0;98;2550.0;850.0;196.0;9604;26.02;Apartamento
Apartamento;Centro;1;0;0;29;1300.0;336.0;20.0;841;44.83;Apartamento
Apartamento;Botafogo;2;0;0;65;1900.0;451.0;0.0;4225;29.23;Apartamento
Apartamento;Botafogo;2;1;1;73;3000.0;749.0;161.0;5329;41.1;Apartamento
Apartamento;Tijuca;2;1;0;62;1990.0;556.0;50.0;3844;32.1;Apartamento
Apartamento;Flamengo;3;1;0;100;3600.0;800.0;115.0;10000;36.0;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;4;206;3000.0;17724.0;5116.0;42436;14.56;Apartamento
Apartamento;Catete;1;0;0;47;1600.0;650.0;53.0;2209;34.04;Apartamento
Apartamento;Campo Grande;3;1;0;60;1200.0;735.0;0.0;3600;20.0;Apartamento
Casa;Campo Grande;2;0;0;74;800.0;0.0;0.0;5476;10.81;Casa
Apartamento;Copacabana;3;0;0;162;4500.0;845.0;0.0;26244;27.78;Apartamento
Apartamento;Ipanema;2;0;1;82;3800.0;720.0;140.0;6724;46.34;Apartamento
Apartamento;Leblon;3;1;1;150;5000.0;1100.0;450.0;22500;33.33;Apartamento
Apartamento;Praça Seca;3;1;0;61;1000.0;450.0;17.0;3721;16.39;Apartamento
Apartamento;Barra da Tijuca;3;3;3;204;15600.0;2500.0;600.0;41616;76.47;Apartamento
Apartamento;Copacabana;2;0;0;70;3900.0;960.0;147.0;4900;55.71;Apartamento
Apartamento;Botafogo;3;2;1;655;15000.0;3550.0;1420.0;429025;22.9;Apartamento
Apartamento;Leblon;3;1;0;99;4000.0;1200.0;325.0;9801;40.4;Apartamento
Apartamento;Jardim Oceânico;4;3;4;310;7000.0;2149.0;808.0;96100;22.58;Apartamento
Casa;Barra da Tijuca;5;4;3;1008;10000.0;1390.0;148.0;1016064;9.92;Casa
Apartamento;Cachambi;3;2;1;89;1750.0;890.0;80.0;7921;19.66;Apartamento
Apartamento;Lagoa;3;3;3;227;13500.0;3960.0;980.0;51529;59.47;Apartamento
Apartamento;Copacabana;3;0;0;120;4200.0;900.0;186.0;14400;35.0;Apartamento
Apartamento;Cachambi;1;1;0;35;800.0;407.0;0.0;1225;22.86;Apartamento
Apartamento;Gávea;1;0;1;145;6000.0;1000.0;350.0;21025;41.38;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;86;1700.0;715.0;193.0;7396;19.77;Apartamento
Apartamento;Madureira;2;1;0;65;600.0;400.0;25.0;4225;9.23;Apartamento
Apartamento;Méier;3;2;1;128;1850.0;1055.0;174.0;16384;14.45;Apartamento
Apartamento;Lagoa;3;2;1;340;8000.0;3200.0;1250.0;115600;23.53;Apartamento
Apartamento;Tijuca;3;0;1;91;2800.0;450.0;0.0;8281;30.77;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;73;2000.0;700.0;0.0;5329;27.4;Apartamento
Casa;Campo Grande;4;1;0;80;7000.0;0.0;0.0;6400;87.5;Casa
Apartamento;Botafogo;2;1;2;85;4000.0;1130.0;261.0;7225;47.06;Apartamento
Apartamento;Botafogo;3;1;1;105;5100.0;1340.0;342.0;11025;48.57;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;395.0;88.0;3025;16.36;Apartamento
Apartamento;Barra da Tijuca;3;3;3;248;3800.0;4083.0;0.0;61504;15.32;Apartamento
Casa;Itanhangá;4;2;3;250;3800.0;490.0;0.0;62500;15.2;Casa
Apartamento;Penha;2;0;0;55;1250.0;150.0;0.0;3025;22.73;Apartamento
Apartamento;Copacabana;1;0;0;52;3500.0;2055.0;0.0;2704;67.31;Apartamento
Apartamento;Copacabana;2;0;0;83;3700.0;550.0;185.0;6889;44.58;Apartamento
Casa;Rocha Miranda;1;2;0;47;850.0;0.0;0.0;2209;18.09;Casa
Apartamento;Barra da Tijuca;2;1;1;69;2300.0;950.0;98.0;4761;33.33;Apartamento
Apartamento;Méier;2;1;0;55;700.0;480.0;30.0;3025;12.73;Apartamento
Apartamento;Leblon;1;1;1;75;3000.0;968.0;154.0;5625;40.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;95;1600.0;1250.0;0.0;9025;16.84;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;2;95;1800.0;730.0;165.0;9025;18.95;Apartamento
Apartamento;Recreio dos Bandeirantes;3;4;1;224;3500.0;790.0;523.0;50176;15.62;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;63;1700.0;837.0;136.0;3969;26.98;Apartamento
Casa de Vila;Turiaçu;1;0;0;50;900.0;0.0;0.0;2500;18.0;Apartamento
Apartamento;Centro;1;0;0;55;2000.0;350.0;75.0;3025;36.36;Apartamento
Apartamento;Tijuca;2;1;0;64;1250.0;695.0;0.0;4096;19.53;Apartamento
Apartamento;Campo Grande;2;1;1;44;550.0;180.0;0.0;1936;12.5;Apartamento
Apartamento;Portuguesa;2;0;0;60;1100.0;350.0;250.0;3600;18.33;Apartamento
Apartamento;Ipanema;1;0;0;46;2800.0;700.0;850.0;2116;60.87;Apartamento
Apartamento;Flamengo;2;1;0;80;2500.0;970.0;115.0;6400;31.25;Apartamento
Apartamento;Ipanema;2;1;0;76;4500.0;735.0;196.0;5776;59.21;Apartamento
Apartamento;Copacabana;4;1;1;160;7000.0;1880.0;246.0;25600;43.75;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;2500.0;680.0;0.0;8100;27.78;Apartamento
Apartamento;Campo Grande;2;0;0;60;950.0;350.0;0.0;3600;15.83;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;145;2500.0;463.0;0.0;21025;17.24;Casa
Apartamento;Gávea;3;1;1;160;6800.0;1900.0;325.0;25600;42.5;Apartamento
Apartamento;Copacabana;2;0;0;83;2700.0;599.0;171.0;6889;32.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;114;2800.0;620.0;250.0;12996;24.56;Apartamento
Apartamento;Maracanã;3;2;1;90;2800.0;810.0;107.0;8100;31.11;Apartamento
Apartamento;Copacabana;2;0;0;80;2500.0;780.0;225.0;6400;31.25;Apartamento
Casa;Campo Grande;2;2;0;65;1000.0;440.0;0.0;4225;15.38;Casa
Casa de Condomínio;Barra da Tijuca;4;4;2;600;30000.0;1100.0;13999.0;360000;50.0;Casa
Apartamento;Copacabana;2;1;1;95;3000.0;1200.0;174.0;9025;31.58;Apartamento
Apartamento;Barra da Tijuca;3;2;1;160;4300.0;1600.0;379.0;25600;26.88;Apartamento
Apartamento;Barra da Tijuca;3;1;1;80;2500.0;1238.0;194.0;6400;31.25;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;125;2100.0;1055.0;380.0;15625;16.8;Apartamento
Apartamento;Méier;1;1;0;63;1300.0;400.0;13.0;3969;20.63;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;85;1200.0;850.0;1000.0;7225;14.12;Apartamento
Apartamento;Copacabana;3;0;0;120;2600.0;1189.0;154.0;14400;21.67;Apartamento
Apartamento;Lagoa;3;3;1;250;9200.0;1902.0;585.0;62500;36.8;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1500.0;650.0;150.0;4900;21.43;Apartamento
Casa;Barra da Tijuca;5;4;5;638;25000.0;1450.0;1800.0;407044;39.18;Casa
Apartamento;Botafogo;2;1;1;80;4000.0;655.0;192.0;6400;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;3890.0;2200.0;4200.0;8100;43.22;Apartamento
Apartamento;Andaraí;2;1;1;77;1400.0;650.0;105.0;5929;18.18;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;3;2;3;250;4500.0;900.0;519.0;62500;18.0;Casa
Apartamento;Barra da Tijuca;2;1;1;80;4000.0;1050.0;150.0;6400;50.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;81;1700.0;1150.0;150.0;6561;20.99;Apartamento
Casa de Vila;Taquara;0;0;0;28;500.0;0.0;35.0;784;17.86;Apartamento
Apartamento;Copacabana;3;1;0;140;3700.0;1259.0;236.0;19600;26.43;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;3;183;2700.0;760.0;5000.0;33489;14.75;Apartamento
Apartamento;Cachambi;3;1;0;100;1550.0;650.0;59.0;10000;15.5;Apartamento
Apartamento;Copacabana;3;4;2;260;13000.0;10055.0;1206.0;67600;50.0;Apartamento
Apartamento;Gávea;2;1;0;65;3300.0;713.0;157.0;4225;50.77;Apartamento
Apartamento;Encantado;2;0;0;45;950.0;180.0;36.0;2025;21.11;Apartamento
Apartamento;Laranjeiras;3;1;1;120;3300.0;1300.0;147.0;14400;27.5;Apartamento
Apartamento;Tijuca;3;1;0;73;1900.0;638.0;0.0;5329;26.03;Apartamento
Apartamento;Copacabana;3;1;0;101;2200.0;1470.0;220.0;10201;21.78;Apartamento
Casa;Barra da Tijuca;5;3;3;400;8450.0;790.0;600.0;160000;21.12;Casa
Quitinete;Botafogo;1;0;0;27;1400.0;258.0;24.0;729;51.85;Apartamento
