Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Metro Quadrado;Valor m2;Tipo Agregado
Apartamento;Recreio dos Bandeirantes;2;1;1;68;1300.0;782.0;0.0;4624;19.12;Apartamento
Apartamento;Pechincha;3;2;1;77;1600.0;650.0;0.0;5929;20.78;Apartamento
Apartamento;Barra de Guaratiba;3;2;1;145;4500.0;1500.0;380.0;21025;31.03;Apartamento
Apartamento;Copacabana;2;1;1;85;3200.0;927.0;200.0;7225;37.65;Apartamento
Apartamento;Rio Comprido;1;0;0;58;1200.0;425.0;12.0;3364;20.69;Apartamento
Apartamento;Camorim;3;1;1;73;1600.0;596.0;10.0;5329;21.92;Apartamento
Apartamento;Lagoa;2;1;1;111;3800.0;800.0;310.0;12321;34.23;Apartamento
Apartamento;Ipanema;3;1;0;63;3500.0;1100.0;147.0;3969;55.56;Apartamento
Apartamento;Maracanã;2;0;0;58;1100.0;38.0;0.0;3364;18.97;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;4000.0;2100.0;400.0;8100;44.44;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;80;2500.0;600.0;0.0;6400;31.25;Apartamento
Apartamento;Copacabana;4;1;1;170;8900.0;3611.0;555.0;28900;52.35;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;94;1700.0;929.0;130.0;8836;18.09;Apartamento
Apartamento;Flamengo;4;1;1;290;9200.0;1800.0;700.0;84100;31.72;Apartamento
Apartamento;Leme;3;0;1;61;6500.0;650.0;0.0;3721;106.56;Apartamento
Apartamento;Copacabana;2;0;0;108;2950.0;1150.0;0.0;11664;27.31;Apartamento
Apartamento;Copacabana;4;2;0;279;5000.0;2025.0;370.0;77841;17.92;Apartamento
Apartamento;Copacabana;2;0;0;85;2800.0;750.0;119.0;7225;32.94;Apartamento
Apartamento;Tijuca;2;0;0;77;1800.0;505.0;0.0;5929;23.38;Apartamento
Apartamento;Jacarepaguá;3;1;1;72;1800.0;700.0;0.0;5184;25.0;Apartamento
Apartamento;Copacabana;3;1;1;210;5000.0;2400.0;560.0;44100;23.81;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;200;4500.0;1350.0;0.0;40000;22.5;Casa
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;660.0;35721;42.33;Apartamento
Apartamento;Copacabana;1;0;0;41;1900.0;390.0;58.0;1681;46.34;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;70;1800.0;750.0;893.0;4900;25.71;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;1800.0;1100.0;120.0;5476;24.32;Apartamento
Apartamento;Barra da Tijuca;2;1;1;52;3300.0;1307.0;213.0;2704;63.46;Apartamento
Casa de Vila;Bento Ribeiro;1;0;0;35;780.0;0.0;14.0;1225;22.29;Apartamento
Apartamento;Flamengo;3;1;0;90;2800.0;760.0;111.0;8100;31.11;Apartamento
Apartamento;Pechincha;2;1;1;60;1300.0;656.0;16.0;3600;21.67;Apartamento
Apartamento;Camorim;2;1;1;60;1700.0;500.0;0.0;3600;28.33;Apartamento
Apartamento;Vista Alegre;2;1;0;70;1200.0;210.0;0.0;4900;17.14;Apartamento
Apartamento;Campo Grande;2;1;1;65;1000.0;450.0;0.0;4225;15.38;Apartamento
Apartamento;Vila Isabel;1;0;0;50;1100.0;450.0;20.0;2500;22.0;Apartamento
Apartamento;Pechincha;2;1;1;78;1200.0;660.0;59.0;6084;15.38;Apartamento
Apartamento;Botafogo;2;0;0;100;3000.0;730.0;140.0;10000;30.0;Apartamento
Apartamento;Copacabana;1;0;1;40;2300.0;520.0;0.0;1600;57.5;Apartamento
Apartamento;Jacarepaguá;1;1;1;30;2700.0;1350.0;0.0;900;90.0;Apartamento
Apartamento;Ipanema;2;1;1;73;5000.0;2500.0;2700.0;5329;68.49;Apartamento
Apartamento;Ipanema;2;0;0;140;10000.0;4000.0;0.0;19600;71.43;Apartamento
Apartamento;Copacabana;1;0;0;35;2000.0;587.0;0.0;1225;57.14;Apartamento
Apartamento;Gávea;2;1;0;87;3700.0;1100.0;1430.0;7569;42.53;Apartamento
Apartamento;Realengo;2;1;0;80;800.0;253.0;0.0;6400;10.0;Apartamento
Apartamento;Méier;2;0;0;62;950.0;160.0;38.0;3844;15.32;Apartamento
Apartamento;Copacabana;2;4;2;185;9000.0;2600.0;0.0;34225;48.65;Apartamento
Apartamento;Vila Valqueire;2;1;0;70;1000.0;50.0;25.0;4900;14.29;Apartamento
Apartamento;Copacabana;0;0;0;34;1200.0;480.0;57.0;1156;35.29;Apartamento
Apartamento;Barra da Tijuca;2;1;1;65;1700.0;700.0;100.0;4225;26.15;Apartamento
Quitinete;Copacabana;1;0;0;25;1000.0;290.0;0.0;625;40.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;90;2500.0;1100.0;134.0;8100;27.78;Apartamento
Casa de Condomínio;Vista Alegre;2;1;0;72;1100.0;280.0;0.0;5184;15.28;Casa
Apartamento;Vista Alegre;2;2;0;70;800.0;290.0;0.0;4900;11.43;Apartamento
Apartamento;Bonsucesso;2;0;0;55;1000.0;465.0;0.0;3025;18.18;Apartamento
Apartamento;Leblon;4;3;1;180;12000.0;2300.0;600.0;32400;66.67;Apartamento
Apartamento;Copacabana;3;1;0;130;3800.0;1578.0;559.0;16900;29.23;Apartamento
Quitinete;Centro;1;0;0;40;1100.0;300.0;0.0;1600;27.5;Apartamento
Apartamento;Leblon;2;2;1;160;8000.0;2500.0;0.0;25600;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2100.0;763.0;1812.0;10000;21.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;3200.0;875.0;215.0;6400;40.0;Apartamento
Apartamento;Barra da Tijuca;2;1;2;70;1750.0;677.0;0.0;4900;25.0;Apartamento
Apartamento;Lagoa;3;3;3;227;19000.0;3675.0;980.0;51529;83.7;Apartamento
Apartamento;Copacabana;2;0;0;80;3000.0;670.0;0.0;6400;37.5;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;65;1200.0;670.0;117.0;4225;18.46;Apartamento
Apartamento;Tijuca;3;1;1;79;1950.0;1100.0;0.0;6241;24.68;Apartamento
Apartamento;Flamengo;3;1;1;190;5000.0;1800.0;501.0;36100;26.32;Apartamento
Apartamento;Copacabana;2;0;0;60;2400.0;700.0;0.0;3600;40.0;Apartamento
Apartamento;Copacabana;1;0;0;30;2350.0;1.0;0.0;900;78.33;Apartamento
Apartamento;Tijuca;2;1;0;68;1600.0;560.0;24.0;4624;23.53;Apartamento
Apartamento;Copacabana;3;0;0;90;3000.0;850.0;150.0;8100;33.33;Apartamento
Apartamento;Tijuca;2;1;0;76;1400.0;772.0;83.0;5776;18.42;Apartamento
Apartamento;Flamengo;3;1;1;114;5200.0;800.0;0.0;12996;45.61;Apartamento
Apartamento;Copacabana;1;0;0;27;1000.0;655.0;55.0;729;37.04;Apartamento
Casa de Condomínio;Barra da Tijuca;4;3;4;280;9000.0;950.0;4500.0;78400;32.14;Casa
Apartamento;Recreio dos Bandeirantes;3;1;0;70;2300.0;831.0;84.0;4900;32.86;Apartamento
Apartamento;Copacabana;2;0;0;80;2500.0;800.0;0.0;6400;31.25;Apartamento
Apartamento;Lagoa;2;1;0;93;4000.0;1098.0;0.0;8649;43.01;Apartamento
Apartamento;Leblon;4;2;1;210;10000.0;1780.0;410.0;44100;47.62;Apartamento
Apartamento;São Cristóvão;1;1;0;47;1500.0;390.0;34.0;2209;31.91;Apartamento
Casa;São Conrado;4;5;3;3000;22000.0;2700.0;1700.0;9000000;7.33;Casa
Apartamento;Copacabana;3;0;0;85;3200.0;850.0;0.0;7225;37.65;Apartamento
Apartamento;Barra da Tijuca;5;4;5;1147;24000.0;6300.0;0.0;1315609;20.92;Apartamento
Apartamento;Jacarepaguá;2;1;1;60;1200.0;530.0;50.0;3600;20.0;Apartamento
Apartamento;Leblon;2;2;0;90;4450.0;1189.0;239.0;8100;49.44;Apartamento
Apartamento;Vicente de Carvalho;2;1;0;67;1100.0;300.0;0.0;4489;16.42;Apartamento
Quitinete;Padre Miguel;1;0;0;55;450.0;0.0;0.0;3025;8.18;Apartamento
Quitinete;Vila Isabel;1;0;0;20;920.0;80.0;0.0;400;46.0;Apartamento
Apartamento;Copacabana;3;0;0;114;2800.0;850.0;203.0;12996;24.56;Apartamento
Apartamento;Ipanema;3;1;1;200;7500.0;4900.0;894.0;40000;37.5;Apartamento
Apartamento;Taquara;3;1;1;74;1400.0;650.0;70.0;5476;18.92;Apartamento
Apartamento;Tijuca;4;1;0;131;2800.0;585.0;1377.0;17161;21.37;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;1;100;2000.0;898.0;1305.0;10000;20.0;Apartamento
Apartamento;Ipanema;3;1;1;140;7500.0;1700.0;462.0;19600;53.57;Apartamento
Apartamento;Méier;3;0;0;80;950.0;340.0;0.0;6400;11.88;Apartamento
Apartamento;Barra da Tijuca;3;2;1;100;3000.0;1700.0;0.0;10000;30.0;Apartamento
Apartamento;Todos os Santos;2;1;0;72;1500.0;410.0;50.0;5184;20.83;Apartamento
Apartamento;Catete;1;0;0;45;1100.0;327.0;54.0;2025;24.44;Apartamento
Apartamento;Copacabana;4;2;2;230;8000.0;4000.0;400.0;52900;34.78;Apartamento
Apartamento;Campo Grande;2;1;0;65;850.0;75.0;0.0;4225;13.08;Apartamento
Apartamento;Copacabana;4;1;2;344;18000.0;3400.0;10500.0;118336;52.33;Apartamento
Apartamento;Ipanema;3;1;1;130;6500.0;1375.0;394.0;16900;50.0;Apartamento
Apartamento;Copacabana;4;2;2;354;11800.0;4133.0;0.0;125316;33.33;Apartamento
Apartamento;Barra da Tijuca;3;2;1;147;3700.0;1957.0;506.0;21609;25.17;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2491.0;500.0;0.0;10000;24.91;Apartamento
Apartamento;Leme;2;1;1;90;5500.0;1190.0;200.0;8100;61.11;Apartamento
Casa de Condomínio;Itanhangá;4;4;4;600;20000.0;1800.0;16000.0;360000;33.33;Casa
Apartamento;Jacarepaguá;2;1;0;69;1500.0;600.0;150.0;4761;21.74;Apartamento
Apartamento;Botafogo;3;2;1;93;4000.0;1100.0;235.0;8649;43.01;Apartamento
Apartamento;Tijuca;2;0;0;65;1200.0;520.0;85.0;4225;18.46;Apartamento
Apartamento;Vargem Pequena;3;1;0;54;1400.0;340.0;28.0;2916;25.93;Apartamento
Casa;Campo Grande;2;1;0;73;1200.0;0.0;0.0;5329;16.44;Casa
Apartamento;Ipanema;4;1;0;200;8000.0;2500.0;300.0;40000;40.0;Apartamento
Casa de Vila;Vila da Penha;1;0;0;40;850.0;0.0;0.0;1600;21.25;Apartamento
Apartamento;Barra da Tijuca;2;1;1;80;2500.0;960.0;0.0;6400;31.25;Apartamento
Casa;Recreio dos Bandeirantes;5;4;3;360;15000.0;0.0;607.0;129600;41.67;Casa
Apartamento;Ipanema;3;1;1;126;6000.0;1650.0;590.0;15876;47.62;Apartamento
Apartamento;São Conrado;2;1;1;88;2100.0;1200.0;0.0;7744;23.86;Apartamento
Apartamento;Ipanema;2;1;1;100;6500.0;1293.0;295.0;10000;65.0;Apartamento
Apartamento;Barra da Tijuca;7;4;2;560;15000.0;1550.0;2356.0;313600;26.79;Apartamento
Apartamento;Laranjeiras;2;1;1;103;3850.0;968.0;156.0;10609;37.38;Apartamento
Apartamento;Flamengo;3;1;1;160;8000.0;1600.0;250.0;25600;50.0;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;90;2300.0;950.0;0.0;8100;25.56;Apartamento
Apartamento;Barra da Tijuca;1;1;1;71;1400.0;730.0;0.0;5041;19.72;Apartamento
Apartamento;Flamengo;1;0;0;41;1700.0;400.0;71.0;1681;41.46;Apartamento
Apartamento;Leblon;3;0;3;135;12500.0;2500.0;0.0;18225;92.59;Apartamento
Apartamento;Copacabana;3;1;2;140;5000.0;1210.0;595.0;19600;35.71;Apartamento
Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;75;1500.0;90.0;50.0;5625;20.0;Casa
Apartamento;Copacabana;3;1;0;95;2900.0;1300.0;160.0;9025;30.53;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;1300;34009.0;0.0;0.0;1690000;26.16;Casa
Apartamento;Catumbi;2;0;0;64;1300.0;400.0;0.0;4096;20.31;Apartamento
Apartamento;Méier;2;0;0;64;1100.0;681.0;0.0;4096;17.19;Apartamento
Apartamento;Copacabana;2;0;0;80;2300.0;895.0;172.0;6400;28.75;Apartamento
Apartamento;Lagoa;3;3;1;252;7900.0;1902.0;634.0;63504;31.35;Apartamento
Apartamento;Irajá;2;1;0;50;800.0;110.0;0.0;2500;16.0;Apartamento
Apartamento;Barra da Tijuca;2;1;1;66;1800.0;1100.0;213.0;4356;27.27;Apartamento
Apartamento;Ipanema;3;1;0;120;5000.0;1284.0;0.0;14400;41.67;Apartamento
Apartamento;Barra da Tijuca;4;3;4;148;2500.0;1370.0;0.0;21904;16.89;Apartamento
Apartamento;Méier;2;0;1;52;1000.0;550.0;14.0;2704;19.23;Apartamento
Apartamento;Engenho de Dentro;2;1;0;84;1200.0;402.0;0.0;7056;14.29;Apartamento
Apartamento;Botafogo;4;2;2;693;15000.0;4083.0;1800.0;480249;21.65;Apartamento
Apartamento;Ipanema;2;0;0;70;3750.0;250.0;731.0;4900;53.57;Apartamento
Casa;Recreio dos Bandeirantes;4;2;2;200;2300.0;870.0;140.0;40000;11.5;Casa
Apartamento;Lagoa;1;0;0;51;2295.0;400.0;105.0;2601;45.0;Apartamento
Apartamento;Botafogo;3;1;1;101;5100.0;1290.0;0.0;10201;50.5;Apartamento
Apartamento;Barra da Tijuca;4;2;4;225;9000.0;4500.0;1000.0;50625;40.0;Apartamento
Apartamento;Botafogo;2;1;1;105;5800.0;1290.0;267.0;11025;55.24;Apartamento
Apartamento;Lagoa;4;3;1;160;8000.0;1780.0;520.0;25600;50.0;Apartamento
Apartamento;Leblon;4;3;1;220;12000.0;5077.0;750.0;48400;54.55;Apartamento
Apartamento;Catete;2;0;0;63;2200.0;410.0;0.0;3969;34.92;Apartamento
Casa de Condomínio;Taquara;5;4;5;400;10000.0;699.0;5000.0;160000;25.0;Casa
Apartamento;Copacabana;1;0;0;27;1200.0;350.0;53.0;729;44.44;Apartamento
Apartamento;Ipanema;4;3;2;488;19250.0;6454.0;0.0;238144;39.45;Apartamento
Apartamento;Ipanema;2;1;0;70;10900.0;3500.0;1500.0;4900;155.71;Apartamento
Quitinete;Botafogo;1;0;0;25;1000.0;582.0;24.0;625;40.0;Apartamento
Apartamento;Lagoa;3;1;1;104;4200.0;1244.0;294.0;10816;40.38;Apartamento
Apartamento;Andaraí;2;1;0;86;1900.0;559.0;0.0;7396;22.09;Apartamento
Apartamento;Pechincha;2;2;0;51;1150.0;360.0;0.0;2601;22.55;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;12100;13.64;Apartamento
Apartamento;Copacabana;4;1;2;303;8500.0;2508.0;809.0;91809;28.05;Apartamento
Apartamento;Tijuca;3;0;0;88;1600.0;804.0;92.0;7744;18.18;Apartamento
Apartamento;Barra da Tijuca;2;1;1;110;5500.0;1900.0;645.0;12100;50.0;Apartamento
Apartamento;Humaitá;1;1;1;59;2600.0;750.0;95.0;3481;44.07;Apartamento
Apartamento;Maracanã;3;1;0;90;1500.0;300.0;71.0;8100;16.67;Apartamento
Apartamento;Tijuca;3;3;1;220;4000.0;977.0;240.0;48400;18.18;Apartamento
Apartamento;Barra da Tijuca;4;3;3;310;7500.0;2010.0;1507.0;96100;24.19;Apartamento
Apartamento;Leme;3;0;0;100;3300.0;681.0;140.0;10000;33.0;Apartamento
Apartamento;Leblon;4;2;2;150;13500.0;2471.0;702.0;22500;90.0;Apartamento
Apartamento;Botafogo;4;0;2;240;8400.0;2000.0;400.0;57600;35.0;Apartamento
Apartamento;Méier;2;1;1;80;1200.0;800.0;14.0;6400;15.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;40;2200.0;460.0;0.0;1600;55.0;Apartamento
Apartamento;Barra da Tijuca;1;0;0;50;2000.0;1000.0;0.0;2500;40.0;Apartamento
Apartamento;Barra da Tijuca;3;2;1;172;2300.0;1600.0;450.0;29584;13.37;Apartamento
Casa;Botafogo;4;0;1;300;10500.0;0.0;40.0;90000;35.0;Casa
Apartamento;Taquara;2;1;0;60;1100.0;630.0;0.0;3600;18.33;Apartamento
Apartamento;Tijuca;2;1;2;90;3200.0;1000.0;0.0;8100;35.56;Apartamento
Apartamento;Méier;3;1;1;85;1700.0;790.0;135.0;7225;20.0;Apartamento
Apartamento;Leblon;4;2;1;190;13000.0;1598.0;0.0;36100;68.42;Apartamento
Apartamento;Tijuca;3;1;1;110;1450.0;1295.0;0.0;12100;13.18;Apartamento
Apartamento;Barra da Tijuca;3;1;1;87;1600.0;1322.0;0.0;7569;18.39;Apartamento
Apartamento;Recreio dos Bandeirantes;4;2;2;160;1900.0;1038.0;0.0;25600;11.88;Apartamento
Apartamento;Ipanema;3;2;1;150;6500.0;2200.0;387.0;22500;43.33;Apartamento
Casa de Condomínio;Barra da Tijuca;4;5;3;650;20000.0;1750.0;8724.0;422500;30.77;Casa
Apartamento;Campo Grande;2;1;1;50;1200.0;400.0;0.0;2500;24.0;Apartamento
Apartamento;Flamengo;3;0;1;116;3600.0;845.0;224.0;13456;31.03;Apartamento
Apartamento;Leblon;3;2;1;150;6900.0;3194.0;0.0;22500;46.0;Apartamento
Apartamento;Copacabana;4;1;0;220;9000.0;2100.0;570.0;48400;40.91;Apartamento
Apartamento;Leblon;4;2;2;160;6900.0;733.0;1800.0;25600;43.12;Apartamento
Apartamento;Copacabana;1;0;0;42;1550.0;550.0;0.0;1764;36.9;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;5;1280;30000.0;1300.0;0.0;1638400;23.44;Casa
Apartamento;Barra da Tijuca;3;2;1;180;4400.0;1300.0;0.0;32400;24.44;Apartamento
Apartamento;Humaitá;2;1;1;100;4300.0;950.0;163.0;10000;43.0;Apartamento
Apartamento;Lins de Vasconcelos;1;0;0;35;500.0;360.0;15.0;1225;14.29;Apartamento
Apartamento;Copacabana;2;0;0;100;2600.0;1500.0;130.0;10000;26.0;Apartamento
Apartamento;Centro;2;0;1;55;1800.0;600.0;100.0;3025;32.73;Apartamento
Quitinete;Leblon;1;0;0;21;1800.0;700.0;27.0;441;85.71;Apartamento
Apartamento;Copacabana;1;0;0;35;1300.0;350.0;50.0;1225;37.14;Apartamento
Apartamento;Flamengo;2;0;0;68;2000.0;660.0;86.0;4624;29.41;Apartamento
Quitinete;Catete;1;0;0;30;1100.0;390.0;24.0;900;36.67;Apartamento
Apartamento;Leblon;4;2;4;210;30000.0;4000.0;1000.0;44100;142.86;Apartamento
Apartamento;Catete;1;0;0;40;1300.0;438.0;29.0;1600;32.5;Apartamento
Apartamento;Botafogo;2;1;1;97;3750.0;1136.0;294.0;9409;38.66;Apartamento
Apartamento;Andaraí;2;0;0;81;1200.0;400.0;75.0;6561;14.81;Apartamento
Casa de Condomínio;Vila Valqueire;2;1;1;70;1500.0;180.0;0.0;4900;21.43;Casa
Apartamento;Copacabana;4;2;2;250;9500.0;1762.0;750.0;62500;38.0;Apartamento
Quitinete;Botafogo;0;0;0;24;1200.0;450.0;30.0;576;50.0;Apartamento
Apartamento;Tijuca;2;1;0;64;1800.0;815.0;50.0;4096;28.12;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;75;1800.0;900.0;1094.0;5625;24.0;Apartamento
Apartamento;Copacabana;2;0;0;80;2900.0;962.0;140.0;6400;36.25;Apartamento
Apartamento;Copacabana;4;1;0;244;5000.0;2408.0;466.0;59536;20.49;Apartamento
Apartamento;Lagoa;2;1;1;78;3000.0;1388.0;259.0;6084;38.46;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;70;1800.0;950.0;985.0;4900;25.71;Apartamento
Apartamento;Península;3;2;1;94;3200.0;1320.0;250.0;8836;34.04;Apartamento
Apartamento;Irajá;2;1;0;55;850.0;395.0;0.0;3025;15.45;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;2;151;3400.0;1215.0;200.0;22801;22.52;Apartamento
Casa de Vila;Vila Valqueire;2;1;0;65;980.0;0.0;60.0;4225;15.08;Apartamento
Casa;Barra da Tijuca;5;4;5;600;12000.0;2300.0;0.0;360000;20.0;Casa
Apartamento;Centro;1;0;0;31;1000.0;400.0;20.0;961;32.26;Apartamento
Apartamento;Copacabana;3;2;1;120;5000.0;1400.0;425.0;14400;41.67;Apartamento
Apartamento;Leblon;2;1;0;70;4200.0;1100.0;200.0;4900;60.0;Apartamento
Apartamento;Campo Grande;5;2;1;190;3000.0;880.0;227.0;36100;15.79;Apartamento
Quitinete;Flamengo;1;0;0;24;1290.0;283.0;25.0;576;53.75;Apartamento
Apartamento;Barra da Tijuca;2;0;1;81;2500.0;1510.0;0.0;6561;30.86;Apartamento
Apartamento;Tanque;2;1;0;62;600.0;392.0;0.0;3844;9.68;Apartamento
Apartamento;Méier;2;1;0;50;900.0;200.0;13.0;2500;18.0;Apartamento
Apartamento;Copacabana;2;0;0;110;2700.0;1030.0;240.0;12100;24.55;Apartamento
Apartamento;Tijuca;2;1;0;62;1650.0;639.0;61.0;3844;26.61;Apartamento
Apartamento;Ipanema;3;0;1;156;9300.0;1700.0;324.0;24336;59.62;Apartamento
Apartamento;Humaitá;1;1;1;45;2000.0;493.0;80.0;2025;44.44;Apartamento
Apartamento;Copacabana;1;1;1;65;3000.0;1250.0;125.0;4225;46.15;Apartamento
Apartamento;Barra da Tijuca;3;3;3;140;5100.0;1100.0;0.0;19600;36.43;Apartamento
Apartamento;Copacabana;1;0;0;49;1800.0;659.0;194.0;2401;36.73;Apartamento
Apartamento;Lagoa;2;2;2;140;5800.0;1766.0;491.0;19600;41.43;Apartamento
Apartamento;Copacabana;2;0;0;72;2300.0;665.0;0.0;5184;31.94;Apartamento
Apartamento;Copacabana;4;4;2;270;17000.0;2304.0;1276.0;72900;62.96;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;2500.0;1200.0;0.0;2500;50.0;Apartamento
Casa;Curicica;3;1;1;180;1950.0;0.0;0.0;32400;10.83;Casa
Apartamento;Méier;2;1;0;62;1550.0;413.0;75.0;3844;25.0;Apartamento
Apartamento;Copacabana;2;0;0;79;1950.0;1011.0;0.0;6241;24.68;Apartamento
Apartamento;Botafogo;2;1;0;68;3200.0;810.0;139.0;4624;47.06;Apartamento
Apartamento;Lagoa;3;0;2;280;12000.0;2400.0;0.0;78400;42.86;Apartamento
Apartamento;Ipanema;3;1;1;140;4200.0;1700.0;230.0;19600;30.0;Apartamento
Apartamento;Andaraí;2;1;0;58;1600.0;675.0;0.0;3364;27.59;Apartamento
Apartamento;São Conrado;2;1;1;79;3000.0;1186.0;2300.0;6241;37.97;Apartamento
Apartamento;Botafogo;3;2;1;101;3400.0;1243.0;0.0;10201;33.66;Apartamento
Apartamento;Pechincha;2;1;0;60;1000.0;366.0;15.0;3600;16.67;Apartamento
Apartamento;Leme;3;1;1;170;9000.0;1342.0;0.0;28900;52.94;Apartamento
Casa;Grajaú;3;1;0;294;3500.0;0.0;0.0;86436;11.9;Casa
Apartamento;Leblon;4;2;1;170;9700.0;2200.0;0.0;28900;57.06;Apartamento
Apartamento;Ipanema;4;1;3;250;10000.0;2300.0;1037.0;62500;40.0;Apartamento
Apartamento;Copacabana;2;1;1;230;12000.0;2133.0;840.0;52900;52.17;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;1;52;1400.0;511.0;0.0;2704;26.92;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;2;82;1500.0;484.0;0.0;6724;18.29;Apartamento
Apartamento;Campo Grande;2;0;0;60;1200.0;500.0;0.0;3600;20.0;Apartamento
Quitinete;Flamengo;1;0;0;29;950.0;400.0;0.0;841;32.76;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;88;2000.0;850.0;200.0;7744;22.73;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;92;2000.0;500.0;154.0;8464;21.74;Apartamento
Apartamento;Ilha do Governador;2;1;1;90;2400.0;405.0;170.0;8100;26.67;Apartamento
Apartamento;Senador Vasconcelos;2;1;1;60;1000.0;180.0;0.0;3600;16.67;Apartamento
Apartamento;Anil;2;1;0;50;900.0;350.0;1350.0;2500;18.0;Apartamento
Apartamento;Copacabana;3;0;1;120;2800.0;1050.0;100.0;14400;23.33;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;2;4;185;2600.0;900.0;300.0;34225;14.05;Casa
Apartamento;Leblon;3;2;1;140;7500.0;2000.0;800.0;19600;53.57;Apartamento
Apartamento;Barra da Tijuca;4;2;1;350;20000.0;3950.0;1900.0;122500;57.14;Apartamento
Apartamento;Leblon;3;0;0;120;3500.0;950.0;0.0;14400;29.17;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;1000.0;450.0;0.0;3025;18.18;Apartamento
Apartamento;Estácio;1;1;1;32;1000.0;409.0;14.0;1024;31.25;Apartamento
Apartamento;Tijuca;2;1;0;65;1200.0;640.0;97.0;4225;18.46;Apartamento
Apartamento;Barra da Tijuca;1;1;1;60;1800.0;1000.0;256.0;3600;30.0;Apartamento
Apartamento;Botafogo;6;2;3;330;18000.0;2300.0;1109.0;108900;54.55;Apartamento
Apartamento;Barra da Tijuca;2;1;1;52;1300.0;480.0;140.0;2704;25.0;Apartamento
Apartamento;Tijuca;3;1;1;125;2400.0;870.0;141.0;15625;19.2;Apartamento
Apartamento;Copacabana;1;0;0;55;1900.0;678.0;28.0;3025;34.55;Apartamento
Apartamento;Tijuca;2;1;0;80;1000.0;614.0;0.0;6400;12.5;Apartamento
Apartamento;Leblon;4;1;1;290;12000.0;4500.0;650.0;84100;41.38;Apartamento
Apartamento;Barra da Tijuca;4;3;4;230;8000.0;1902.0;378.0;52900;34.78;Apartamento
Apartamento;Flamengo;1;0;0;30;1200.0;570.0;0.0;900;40.0;Apartamento
Quitinete;Flamengo;1;0;0;29;900.0;555.0;25.0;841;31.03;Apartamento
Apartamento;Praça Seca;2;1;0;60;1100.0;400.0;12.0;3600;18.33;Apartamento
Apartamento;Humaitá;3;1;0;95;3000.0;806.0;0.0;9025;31.58;Apartamento
Casa de Condomínio;Campo Grande;3;2;3;220;3000.0;100.0;50.0;48400;13.64;Casa
Apartamento;Rocha;2;1;0;66;1000.0;418.0;0.0;4356;15.15;Apartamento
Apartamento;Lagoa;3;3;3;490;16000.0;6838.0;1197.0;240100;32.65;Apartamento
Apartamento;Botafogo;3;1;1;108;3800.0;887.0;1.0;11664;35.19;Apartamento
Apartamento;Botafogo;3;1;1;105;5800.0;1330.0;354.0;11025;55.24;Apartamento
Apartamento;Taquara;2;1;0;60;1000.0;508.0;14.0;3600;16.67;Apartamento
Apartamento;Ipanema;3;1;2;190;16000.0;850.0;0.0;36100;84.21;Apartamento
Apartamento;Botafogo;3;1;1;90;3400.0;900.0;1500.0;8100;37.78;Apartamento
Apartamento;Jardim Botânico;4;3;3;340;15000.0;3000.0;1416.0;115600;44.12;Apartamento
Apartamento;Barra da Tijuca;5;3;4;307;10000.0;3035.0;711.0;94249;32.57;Apartamento
Apartamento;Engenho de Dentro;2;1;1;51;1200.0;541.0;0.0;2601;23.53;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;4;300;9000.0;934.0;8865.0;90000;30.0;Casa
Apartamento;Ipanema;1;0;0;60;3500.0;780.0;0.0;3600;58.33;Apartamento
