to_postcode,to_country_id
05427-020,32
05427-100,32
05428-000,64
05432010,32
05432070,64
05433002,64
05433-010,128
05433020,32
05434-010,32
05434-060,96
05435000,32
05435-001,32
05435020,32
05435030,32
05435040,64
05435-040,32
05435060,32
05435-060,64
05436-010,32
05436-020,64
05436040,32
05436-100,32
05438000,32
05438-300,64
05439010,32
05439100,32
05439130,32
05440000,32
05440-000,64
05440-010,32
05442010,32
05445000,32
05445-000,32
05445001,96
05445-050,32
05445070,32
05447-150,128
05448020,64
05450001,32
05450-020,32
05451030,32
05451-040,96
05451-050,32
05452-000,32
05452-030,32
05454040,32
05455020,32
05455-040,32
05458000,32
05458001,160
05458-001,32
05458002,32
05458-901,32
05459000,32
05459001,32
05459002,32
05460000,128
05460-010,32
05462010,64
05462-010,32
05462030,32
05462-060,32
05464000,32
05466000,96
05466-000,32
05466010,64
05466-010,32
05466040,32
05467010,32
05468-000,96
05468010,32
05468-010,32
05468-100,32
05468150,32
05468-150,64
05469000,96
05469-000,128
05469010,32
05470000,32
05470030,32
05471020,32
05472-000,32
05501-010,32
05506-010,64
05511-001,32
05511-010,64
05511-020,32
05513-000,64
05514020,32
05516000,32
05516030,32
05516-030,32
05519090,64
05521200,64
05526-020,64
05528-001,32
05530-030,32
05535090,32
05539030,32
05541-000,32
05541-030,288
05541080,32
05541-100,64
05542-000,32
05542-120,32
05542170,64
05549-300,32
05571-190,64
05576-200,32
05577-000,32
05577-200,128
05579021,96
05580-000,64
05580-080,32
05583-000,32
05584-010,32
05586-030,32
05586060,32
05586080,64
05586090,96
05589090,32
05590120,32
05590-130,32
05591-020,32
05591100,96
05591-100,32
05592001,32
05592-030,32
05592050,96
05593010,64
05594030,96
05595000,64
05596-000,96
05596-210,32
05601020,32
05603000,352
05605000,32
05608-040,32
05609-010,32
05612080,32
05613010,32
05613020,32
05613030,32
05613050,32
05614010,32
05614040,32
05614-040,32
05614080,32
05615000,32
05615190,32
05615-190,64
05616000,64
05616-011,96
05616-090,32
05617040,32
05621010,32
05621025,32
05621-025,32
05622-050,32
05623010,32
05623-010,64
05624-000,64
05624001,32
05624-001,32
05625030,32
05625-060,32
05628-010,32
05630040,32
05630070,32
05630-100,32
05634-000,64
05634001,32
05639090,64
05639-090,32
05640-001,96
05640-004,32
05641000,32
05641-010,96
05641020,32
05641030,32
05641-030,96
05641-070,64
05641900,32
05642001,64
05642-020,32
05652-900,32
05653-000,32
05653-010,32
05653160,32
05654-010,32
05654040,32
05654050,32
05656020,32
05657010,32
05657090,32
05657100,32
05657110,32
05657230,64
05659-020,32
05663-020,32
05664-015,32
05671-030,32
05673-030,64
05674-030,32
05678-010,32
05678070,96
05679010,64
05679-010,128
05679-065,32
05679-080,96
05683000,64
05683-000,128
05684000,32
05684010,64
05684011,32
05684020,32
05684-040,32
05685010,32
05685-010,32
05685-090,32
05687001,96
05687002,32
05687010,32
05688030,32
05691000,32
05692010,32
05704070,32
05704-070,32
05704110,32
05704-110,64
05704-140,32
05704150,32
05704-150,32
05705-170,32
05705260,64
05705-270,32
05706-305,32
05707001,64
05707-400,32
05709010,64
05709-040,32
05710-010,32
05710040,64
05711001,128
05711-001,32
05713460,96
05713-460,64
05713470,32
05713-570,32
05716090,128
05716120,32
05717170,32
05717-170,32
05717230,64
05717-270,32
05718-310,64
05724005,96
05724-005,64
05725030,32
05726-100,96
05726130,32
05726140,32
05727-180,32
05727230,32
05727-230,96
05728030,32
05728-030,64
05729090,32
05731-370,32
05734140,32
05750-350,32
05756-420,64
05760-160,32
05761-370,64
05763350,32
05763470,64
05767001,32
05772-040,32
05775260,32
05777001,32
05777-001,32
05777-140,32
05780-290,32
05782370,32
05782-370,64
05782-400,64
05782-450,32
05789000,64
05789-001,32
05791-020,32
05791-070,128
05791-080,32
05792-030,32
05793-250,64
05797440,128
05814-210,32
05818-270,160
05830-300,32
05833-240,64
05841-130,32
05842-070,32
05843-320,32
05849280,32
05856060,32
05857-380,64
05862-150,32
05864-150,32
05869-170,32
05870-030,32
05872040,32
05874070,32
05877-220,32
05877-330,160
05881000,32
05885-220,32
05890-010,32
06010170,64
06010-170,96
06013030,32
06018040,32
06018100,32
06018160,32
06020190,32
06020-190,32
06023000,64
06023140,32
06026-000,64
06026040,64
06026090,32
06026-090,32
06026100,64
06028-140,32
06030013,64
06030-130,32
06030280,32
06030304,32
06030318,64
06030-370,128
06030-490,32
06036048,32
06036-048,160
06036050,32
06036080,32
06036090,32
06040-330,96
06040470,64
06040901,32
06045-140,32
06045-250,32
06050010,32
06050300,32
06053-020,32
06053120,32
06056010,32
06060190,32
06060-230,64
06065-430,96
06070-080,32
06075-380,32
06080070,32
06080-160,32
06083090,64
06083210,64
06083215,64
06083-215,32
06083250,32
06086120,32
06086-135,32
06110260,32
06112070,32
06114-000,32
06114110,32
06122-210,32
06124-400,32
06126320,64
06130-040,32
06130070,64
06140-040,32
06140-182,32
06142-290,32
06144-170,32
06150190,32
06150350,64
06150-360,64
06152090,32
06162-210,32
06162-280,32
06172280,32
06172-340,32
06180000,96
06182-032,32
06182110,64
06182240,32
06182280,32
06184290,32
06186-080,32
06186-150,32
06192000,64
06210008,96
06210030,32
06210-050,64
06210100,32
06213090,64
06216-160,32
06226-002,32
06230150,32
06233-030,96
06246-170,32
06246-172,32
06260240,32
06263000,32
06263190,32
06266000,32
06266100,32
06283080,32
06283-125,64
06288-030,32
06288140,32
06290050,32
06293-050,64
06296-160,32
06296-200,64
06296350,32
06296-350,64
06310310,32
06317-310,96
06321-651,32
06322250,32
06326310,64
06328080,32
06341-420,64
06343-080,32
06351-020,64
06351040,32
06351-040,96
06351140,128
06351245,32
06355-130,32
06355-465,32
06355480,64
06361-020,32
06364-000,128
06365-090,64
06365-630,32
06365-635,32
06381-480,32
06382-030,32
06382-110,32
06385240,96
06385640,64
06386000,32
06386-000,64
06386-210,32
06386700,32
06390500,32
06395030,64
06396-090,64
06401-015,32
06401147,32
06401-147,96
06402020,32
06404-030,32
06410-020,32
06411-160,32
06412-270,96
06414-000,64
06414-007,32
06416080,32
06416-160,32
06420320,128
06433-010,32
06433-250,64
06436-030,64
06436150,64
06436-280,32
06437240,32
06440-184,32
06445-095,64
06447-170,96
06453038,32
06454-000,32
06454020,32
06454-020,64
06454-030,64
06454050,64
06454-050,32
06454060,64
06454065,32
06454080,32
06454-080,96
06465030,32
06465-030,32
06465134,32
06465-134,64
06465-136,32
06470010,32
06470-010,64
06470030,32
06470-060,160
06472-001,32
06472005,64
06472-005,288
06473073,64
06473-073,64
06474-130,64
06485-370,96
06516090,32
06519-400,32
06520070,32
06523315,32
06532050,32
06537-030,32
06539105,32
06539-130,128
06539-155,32
06539-195,416
06539-370,32
06539-390,32
06540035,32
06540-035,64
06540-045,32
06540-055,32
06540-080,32
06540175,32
06540335,96
06540-345,32
06540355,32
06540420,32
06540-900,32
06542-001,32
06542-035,64
06542-080,32
06542095,32
06542125,32
06542-125,32
06542-160,32
06543001,64
06543-001,32
06543003,64
06543030,32
06543-095,32
06543-210,32
06543385,64
06543-385,64
06543502,64
06543-502,32
06543-610,32
06543640,64
06543-640,32
06543645,64
06544-300,96
06544-540,32
06544706,32
06544710,32
06544-740,32
06544-900,32
06602-180,64
06620300,32
06620-415,32
06636-250,64
06642-030,32
06642120,32
06670-090,96
06690-030,64
06694213,32
06695-305,32
06700999,32
06702816,32
06704500,32
06704-750,32
06706-030,32
06708420,32
06708620,32
06709-095,32
06709170,160
06709-170,64
06709-280,32
06709300,32
06709600,32
06709-600,32
06710-050,32
06710-500,32
06710540,64
06710-795,32
06711320,32
06712-380,32
06713100,32
06713-100,32
06713-270,32
06713500,32
06715-365,32
06715400,32
06715-410,64
06715685,32
06716-238,64
06716250,32
06717-100,32
06719-460,32
06720120,32
06720-120,64
06725400,64
06727-185,32
06728-090,32
06730000,96
06730-000,288
06753350,32
06753-410,32
06756-420,32
06757220,32
06763180,32
06763-180,96
06764030,32
06764-045,32
06765000,32
06765-000,32
06766-400,32
06767-390,32
06773-050,32
06773280,32
06784-660,32
06785-260,32
06785-380,32
06786-240,32
06810-631,64
06813-170,32
06814125,32
06824-050,64
06824-270,32
06833160,32
06840030,64
06840-330,32
06844-030,32
06844205,32
06846-500,64
06846-730,32
06850040,32
06852-490,32
06855430,32
06855440,32
06900-090,32
06900-140,32
06905620,32
06921-580,32
06921-690,64
06924-760,32
06929055,32
07012-010,32
07012-031,32
07020-021,64
07023010,32
07023-022,32
07023030,32
07023-030,96
07024-001,32
07024-010,64
07024-170,64
07025-020,32
07025130,32
07025-200,32
07031-000,64
07031070,32
07031231,32
07032-020,32
07033110,32
07040010,32
07040-010,32
07040-100,32
07041-030,32
07041220,64
07044010,32
07044-080,32
07050100,32
07056240,32
07061032,32
07062-010,32
07062020,32
07064-110,32
07064-170,32
07070-000,32
07070120,32
07072010,32
07072080,32
07072-103,32
07072250,32
07074030,32
07074-120,32
07080110,32
07080-120,128
07081-310,96
07082000,32
07082-530,96
07082-610,32
07084330,32
07092010,32
07093050,32
07094-090,32
07095070,32
07095-080,64
07095140,32
07095-140,64
07096-080,32
07096200,32
07096240,160
07097-090,64
07097380,32
07097-380,32
07097420,64
07097-420,32
07110080,32
07110150,32
07113110,32
07114000,32
07114120,32
07114220,32
07115000,64
07115-000,32
07115040,32
07115-120,64
07120-230,32
07123-130,32
07123-250,32
07124-000,32
07124075,32
07124-190,32
07124-640,64
07130-410,32
07130-480,32
07131-285,64
07134-620,64
07142-700,32
07143130,32
07144001,32
07144-707,32
07151140,32
07152-300,32
07155-211,64
07161-240,32
07161-456,32
07161-560,32
07173-030,32
07173160,32
07173-390,64
07174000,32
07178570,32
07180200,32
07180-420,32
07181-000,32
07182-310,32
07190-023,32
07190-050,32
07190100,32
07191200,64
07193-020,32
07194325,32
07195090,32
07197040,32
07197-040,32
07197250,32
07230-400,32
07242430,32
07242-440,32
07244-270,32
07272323,32
07272540,64
07273020,32
07400-325,32
07400880,64
07402-000,32
07411-210,32
07412000,32
07417-255,32
07417-285,32
07428-290,32
07434480,32
07435025,32
07435-190,32
07435-530,32
07439050,32
07500000,64
07500-000,96
07600971,32
07619-164,32
07619-220,32
07619368,32
07619-368,32
07619-400,32
07622-265,32
07622-530,32
07636105,32
07661-415,96
07669-899,96
07700-000,32
07703195,64
07704060,32
07714-130,32
07790-820,64
07790-890,32
07793-535,64
07802-140,32
07842000,32
07852010,32
07852-010,64
07853-030,32
07934-165,96
07996-040,64
08010-130,32
08010-160,32
08011-300,32
08011-350,32
08020250,32
08021-095,32
08030-190,64
08031440,32
08032-180,32
08032-240,32
08032-325,96
08032-380,32
08040-250,64
08041-720,64
08041770,32
08041-820,64
08051400,32
08051-570,32
08060-030,32
08060130,64
08060160,64
08060-283,32
08061-160,32
08070-280,32
08071130,32
08080-000,32
08080-650,32
08081170,32
08090720,32
08110-000,32
08110-300,32
08110510,32
08111250,32
08111460,32
08111540,64
08140060,32
08142235,64
08150-000,32
08150-340,32
08150470,32
08151-110,32
08151-200,32
08151-730,32
08160410,32
08161540,32
08180-010,64
08190300,32
08210791,32
08215-510,128
08220-000,32
08220160,64
08225-230,32
08230030,32
08230-030,96
08235-180,32
08240-530,32
08240740,32
08250720,32
08250-720,32
08253-030,32
08253-460,32
08255-000,32
08255010,32
08255-010,32
08255-610,64
08260-030,64
08270-001,64
08280-090,32
08280-310,32
08280-350,32
08280-600,32
08280630,32
08290-001,32
08290370,32
08290-420,32
08295-430,32
08310160,32
08310550,32
08311170,64
08311280,32
08311350,32
08320040,64
08320-307,32
08320-580,32
08330415,32
08330-415,32
08330-485,128
08340-010,32
08344-350,64
08345-250,32
08391600,32
08411145,32
08411510,32
08420740,32
08441190,64
08451120,64
08452000,64
08452-340,32
08460600,32
08471710,32
08485-300,32
08501500,32
08502-210,96
08507220,64
08525-350,32
08532010,32
08532-010,64
08532200,32
08536410,64
08543000,32
08544300,32
08550010,96
08552-315,64
08552-340,64
08552500,96
08555-100,32
08556410,96
08557200,32
08561-200,32
08562-050,32
08565-240,32
08572100,64
08574310,32
08575580,32
08576317,64
08577310,32
08587-050,32
08588080,64
08594000,32
08610050,64
08615000,32
08615-320,32
08630570,32
08630-570,128
08633-130,32
08650180,32
08663-070,32
08664200,32
08665-140,32
08665150,32
08665-250,32
08665365,32
08665570,64
08670050,32
08673115,32
08673170,32
08674-070,32
08674178,96
08675-060,64
08676-010,32
08690-105,32
08693050,32
08693460,32
08696470,32
08710-000,64
08710-220,32
08710-240,32
08710-440,32
08715-620,32
08715650,32
08717-130,64
08717-170,32
08717-260,64
08717460,32
08717-690,32
08717-720,32
08717855,32
08725-225,32
08725-660,32
08730-010,32
08730020,32
08730-110,96
08730330,64
08730591,32
08730-660,32
08735-430,32
08735440,32
08737-310,32
08737360,64
08738-120,32
08740-470,96
08742-060,64
08742-350,32
08743190,32
08752-535,32
08766500,32
08770-130,32
08771001,32
08771-285,32
08771-901,32
08773-300,32
08773330,32
08773-330,64
08773380,32
08773-380,64
08773-495,32
08773535,32
08773650,32
08773-660,32
08775-631,32
08780030,64
08780-100,32
08780-280,32
08780-340,64
08780510,32
08780790,32
08780-810,32
08790-020,64
08790060,64
08790090,32
08790-160,32
08790-285,32
08790-340,32
08790420,32
08790-660,32
08790900,32
08810-020,32
08810090,64
08810-090,32
08810-110,64
08820-000,64
08820-290,32
08820460,32
08830-090,32
08831-070,32
08833110,32
08840065,32
08840-550,32
08850320,96
08900000,256
08900-000,128
09015-000,64
09015610,32
09020000,32
09020270,32
09030120,32
09030310,128
09030-310,32
09030320,32
09030390,32
09030-520,32
09030-570,32
09030640,32
09040-000,32
09040001,32
09040-001,32
09040040,160
09040-040,32
09040-210,32
09040220,64
09040-220,32
09040270,64
09040-280,32
09040300,64
09040-430,32
09041000,32
09041030,64
09041310,32
09041-370,32
09050-180,32
09050190,32
09050380,32
09050-470,32
09051-080,64
09060050,32
09060090,32
09060-140,96
09060-410,96
09060460,32
09060500,32
09060-590,32
09060650,64
09060670,64
09061780,32
09061-780,32
09070090,64
09070230,32
09070-230,64
09070250,32
09070-250,64
09070320,32
09070360,32
09070-360,32
09070560,32
09070580,64
09070-580,32
09071-310,32
09080-000,32
09080-010,64
09080020,96
09080-110,32
09080210,32
09080300,32
09080320,32
09080500,32
09090010,32
09090-050,32
09090-150,32
09090230,32
09090290,64
09090-640,32
09090-710,64
09090-790,32
09110310,64
09110-480,96
09110-560,32
09110720,32
09111000,32
09111-000,32
09111-090,96
09111700,32
09112-080,32
09112090,32
09120000,32
09121-020,32
09121130,64
09121360,32
09121370,32
09121430,32
09130100,64
09130110,32
09131020,160
09132000,32
09132130,32
09134490,32
09170-510,32
09171420,32
09171-631,32
09175360,32
09176-000,64
09176200,32
09180-020,32
09180070,32
09180090,128
09180-090,32
09180500,32
09181310,32
09181-510,32
09181-720,32
09182120,32
09185040,32
09185-170,32
09185-410,32
09185-540,32
09190000,32
09190-000,64
09190370,32
09190-430,32
09190-450,32
09195130,32
09195-220,32
09195430,32
09195-660,32
09210070,32
09210260,32
09210-300,64
09210650,32
09210-700,32
09220-030,64
09220-730,64
09230030,32
09230-300,32
09230370,64
09230-610,32
09240-110,96
09240140,32
09240-500,32
09240670,96
09240-670,32
09250300,64
09250490,32
09250630,32
09251140,64
09260-411,32
09260-430,32
09260440,32
09260590,64
09260-760,32
09260-790,32
09260-830,32
09270-110,64
09270200,32
09271400,64
09271410,32
09271690,32
09271-760,32
09271790,32
09280-030,32
09280-060,32
09280490,32
09280500,32
09280-580,32
09290130,32
09290150,32
09290-260,32
09290430,32
09290560,32
09291-210,32
09310695,32
09330630,32
09330710,32
09334036,32
09341350,96
09350276,32
09351-320,32
09360000,32
09360-030,32
09360380,64
09360430,32
09361-360,32
09370-110,96
09370170,64
09370-590,32
09370680,160
09370710,32
09371167,32
09371-180,160
09371360,32
09390140,32
09390-530,32
09400150,32
09400510,32
09400-510,64
09402610,64
09403290,32
09405-150,32
09411120,32
09411-120,64
09412340,96
09420-020,32
09420300,32
09421540,32
09424080,32
09424-400,64
09434-620,96
09435330,64
09440220,32
09444150,32
09450-000,64
09510300,32
09520280,32
09520-650,32
09530001,64
09530-211,32
09530240,32
09530250,64
09530-300,96
09530-435,32
09530-720,32
09531000,32
09531-000,64
09531050,32
09531160,64
09531175,32
09540080,32
09540-100,32
09540110,32
09540201,32
09540280,32
09540-400,32
09540-640,32
09540-750,32
09540-800,32
09541000,32
09541-000,64
09541001,128
09541-001,96
09541200,64
09541-200,32
09541250,32
09541-250,96
09541320,32
09541-320,32
09541-350,32
09541-460,32
09550000,96
09550-170,32
09550250,32
09550-250,32
09551000,96
09551-000,32
09551050,64
09551210,64
09551-230,32
09551-310,32
09551330,32
09560010,64
09560-050,32
09560100,64
09560-100,32
09560140,32
09560-140,32
09560330,32
09560500,64
09560580,32
09561001,32
09570410,64
09570-600,64
09572-000,160
09572015,32
09572-015,32
09572110,32
09572200,32
09572-300,32
09572401,32
09572-470,32
09580500,32
09580-500,32
09580580,32
09581-060,128
09581-220,32
09581570,32
09581720,32
09607000,128
09607-000,32
09607030,32
09607100,128
09617-070,64
09619-000,64
09619-110,32
09620040,32
09620-040,32
09623020,32
09624020,32
09624110,32
09625000,32
09635000,32
09635-010,32
09635-050,32
09635-080,32
09635100,32
09655-000,32
09662-020,32
09663030,32
09663110,32
09667030,64
09688100,128
09688-100,32
09690000,64
09690-000,32
09690-030,32
09691-000,96
09710010,64
09710-010,32
09710140,32
09710212,64
09710-230,32
09715-090,64
09715140,32
09715-140,32
09715195,32
09715-220,32
09720-450,64
09721160,32
09725000,32
09725040,96
09725160,32
09725500,64
09725-580,32
09725670,32
09725780,64
09726090,32
09726220,32
09726-305,32
09732520,32
09732-570,32
09750001,32
09750-001,32
09750110,32
09750140,32
09750-140,32
09750220,160
09750-220,64
09750-360,32
09751000,32
09751-040,64
09751330,64
09760070,32
09760280,64
09760-281,32
09760-300,32
09761000,32
09761050,64
09770-055,32
09770-120,32
09770210,32
09770-320,32
09770340,64
09770351,32
09770-420,32
09771-280,32
09780000,64
09780-035,32
09780-265,32
09780595,32
09780605,32
09780900,128
09781-600,32
09790-090,32
09791-660,32
09811130,32
09811370,32
09811-380,32
09811-430,32
09812-050,32
09812-150,32
09812200,32
09812-210,32
09812-460,32
09820000,32
09820-000,64
09820-130,32
09820135,32
09820540,64
09820-540,32
09820655,32
09820-680,32
09840240,32
09850360,32
09850580,32
09854-410,96
09854515,32
09860140,32
09861-090,32
09861-100,96
09861380,32
09890430,32
09891470,32
09891-500,32
09895005,64
09895-160,32
09895400,32
09895-400,32
09895550,64
09910-190,32
09910550,32
09910640,32
09911490,32
09912020,32
09912-020,64
09921-070,32
09921300,32
